Scan Results,09/26/2017 at 11:58:26 (GMT+0300),,,,,,,,,,,,,,,,,,,,,,,
Nayax LTD,Roul Walenberg 18 st,,Tel-Aviv,None,Israel,11111,,,,,,,,,,,,,,,,,,
Gal Bayer,nayax-gb,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Launch Date,Active Hosts,Total Hosts,Type,Status,Reference,Scanner Appliance,Duration,Scan Title,Asset Groups,IPs,Excluded IPs,Option Profile,,,,,,,,,,,,
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",45032,Administrator Account's Real Name Found From LSA Enumeration,Ig,1,,,,,,,,"LSA (Local Security Authority Database) is a protected subsystem that authenticates and logs users onto the local system.
 
Windows systems by default have the administrator account's name configured as ""Administrator"". This can very easily be changed to a non-default value (like root, for example) to harden security against password bruteforcing.
 
LSA, internally, refers to user accounts by what are called RIDs (Relative IDs) instead of the friendlier names (like ""Administrator"") used only for GUI and display purposes. The administrator account on any Windows system always has a RID of 500, even if the name has been changed.
 
The scanner probed the LSA for the name that maps to the RID of 500, which is the administrator account name, changed or unchanged. The name is listed in the Result section below.",,,,,Administrator,no,,Information gathering
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",45038,Host Scan Time,Ig,1,,,,,,,,"The Host Scan Time is the period of time it takes the scanning engine to perform the vulnerability assessment of a single target host. The Host Scan Time for this host is reported in the Result section below. 
 
The Host Scan Time does not have a direct correlation to the Duration time as displayed in the Report Summary section of a scan results report. The Duration is the period of time it takes the service to perform a scan task. The Duration includes the time it takes the service to scan all hosts, which may involve parallel scanning. It also includes the time it takes for a scanner appliance to pick up the scan task and transfer the results back to the service's Secure Operating Center. Further, when a scan task is distributed across multiple scanners, the Duration includes the time it takes to perform parallel host scanning on all scanners.
 
For host running the Qualys Windows agent this QID reports the time taken by the agent to collect the host metadata used for the most recent assessment scan.",N/A,N/A,,,"Scan duration: 849 seconds

Start time: Tue, Sep 26 2017, 09:50:40 GMT

End time: Tue, Sep 26 2017, 10:04:49 GMT",no,,Information gathering
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",45039,Host Names Found,Ig,1,,,,,,,,"The following host names were discovered for this computer using various methods such as DNS look up, NetBIOS query, and SQL server name query.",N/A,N/A,,,"Host Name	Source
SHAY.nayaxvend.int	NTLM DNS
shay.nayaxvend.int	FQDN
SHAY	NTLM NetBIOS
SHAY	NetBIOS",no,,Information gathering
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",45261,SMB Version 1 Enabled,Ig,1,,,,,,SMB v1,,The Windows host has SMBv1 protocol enabled.,SMB protocols could allow a remote attacker to obtain sensitive information from affected systems.,"Microsoft recommends users to update to latest SMB versions and stop using SMBv1.
Refer to Microsoft KB article KB2696547 (https://support.microsoft.com/en-us/help/2696547/how-to-enable-and-disable-smbv1,-smbv2,-and-smbv3-in-windows-vista,-windows-server-2008,-windows-7,-windows-server-2008-r2,-windows-8,-and-windows-server-2012) for more details.




Workaround: 
Customer may consider blocking all versions of SMB at the network boundary by blocking TCP port 445 with related protocols on UDP ports 137-138 and TCP port 139, for all boundary devices.",,,"QID: 45261 detected on port 445 over TCP.
SMBv1 is enabled.",no,,Information gathering
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",45262,SMB Version 2 or 3 Enabled,Ig,1,,,,,,,,The Windows host has SMBv2 or SMBv3 protocol enabled.,N/A,"For more information on how to enable/disable SMB, refer to Microsoft KB article KB2696547 (https://support.microsoft.com/en-us/help/2696547/how-to-enable-and-disable-smbv1-smbv2-and-smbv3-in-windows-and-windows).",,,"QID: 45262 detected on port 445 over TCP.
SMBv2 is enabled.",no,,Information gathering
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",70028,Windows Authentication Method,Ig,1,,,,,,,,"Windows authentication was performed. The Results section in your detailed results includes a list of authentication credentials used.
 
The service also attempts to authenticate using common credentials. You should verify that the credentials used for successful authentication were those that were provided in the Windows authentication record. User-provided credentials failed if the discovery method shows ""Unable to log in using credentials provided by user, fallback to NULL session"". If this is the case, verify that the credentials specified in the Windows authentication record are valid for this host.",N/A,N/A,,,"User Name	qualysuser
Domain	nayaxvend.int
Authentication Scheme	Kerberos
Security	User-based
SMBv1 Signing	Disabled
Discovery Method	Login credentials provided by user
CIFS Signing	default
Authentication Record	NAYAXVEND\qualysuser
CIFS Version	SMB v3.1.1",no,,SMB / NETBIOS
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",70053,Windows Authentication Method for User-Provided Credentials,Ig,1,,,,,,,,Windows authentication was performed and successful with user-provided credentials. The Results section in your detailed results includes a list of authentication credentials used.,N/A,N/A,,,"User Name	qualysuser
Domain	nayaxvend.int
Authentication Scheme	Kerberos
Security	User-based
SMBv1 Signing	Disabled
Authentication Record	NAYAXVEND\qualysuser",no,,SMB / NETBIOS
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",82004,Open UDP Services List,Ig,1,,,,,,,,"A port scanner was used to draw a map of all the UDP services on this host that can be accessed from the Internet.
 
Note that if the host is behind a firewall, there is a small chance that the list includes a few ports that are filtered or blocked by the firewall but are not actually open on the target host. This (false positive on UDP open ports) may happen when the firewall is configured to reject UDP packets for most (but not all) ports with an ICMP Port Unreachable packet. This may also happen when the firewall is configured to allow UDP packets for most (but not all) ports through and filter/block/drop UDP packets for only a few ports. Both cases are uncommon.",Unauthorized users can exploit this information to test vulnerabilities in each of the open services.,"Shut down any unknown or unused service on the list.  If you have difficulty working out which service is provided by which process or program, contact your provider's support team.  For more information about commercial and open-source Intrusion Detection Systems available for detecting port scanners of this kind, visit the CERT Web site (http://www.cert.org).",,,"Port	IANA Assigned Ports/Services	Description	Service Detected
7	echo	Echo	echo udp
9	discard	Discard	unknown
13	daytime	Daytime	daytime udp
17	qotd	Quote of the Day	unknown
19	chargen	Character Generator	chargen udp
123	ntp	Network Time Protocol	unknown
137	netbios-ns	NETBIOS Name Service	netbios ns
138	netbios-dgm	NETBIOS Datagram Service	unknown
161	snmp	SNMP	snmp
500	isakmp	isakmp	unknown
1900	unknown	unknown	unknown",no,,TCP/IP
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",82023,Open TCP Services List,Ig,1,,,,,,,,"The port scanner enables unauthorized users with the appropriate tools to draw a map of all services on this host that can be accessed from the Internet.  The test was carried out with a ""stealth"" port scanner so that the server does not log real connections.
 
The Results section displays the port number (Port), the default service listening on the port (IANA Assigned Ports/Services), the description of the service (Description) and the service that the scanner detected using service discovery (Service Detected).",Unauthorized users can exploit this information to test vulnerabilities in each of the open services.,"Shut down any unknown or unused service on the list.  If you have difficulty figuring out which service is provided by which process or program, contact your provider's support team.  For more information about commercial and open-source Intrusion Detection Systems available for detecting port scanners of this kind, visit the CERT Web site (http://www.cert.org).",,,"Port	IANA Assigned Ports/Services	Description	Service Detected	OS On Redirected Port
7	echo	Echo	echo 	 
9	discard	Discard	unknown 	 
13	daytime	Daytime	daytime 	 
17	qotd	Quote of the Day	unknown 	 
19	chargen	Character Generator	chargen 	 
80	www-http	World Wide Web HTTP	http 	 
135	msrpc-epmap	epmap DCE endpoint resolution	DCERPC Endpoint Mapper 	 
445	microsoft-ds	Microsoft-DS	microsoft-ds 	 
1433	ms-sql-s	Microsoft-SQL-Server	mssql 	 
1801	msmq	Microsoft Message Que	Microsoft Message Queue Server 	 
2103	zephyr-clt	Zephyr serv-hm connection	msrpc 	 
2105	minipay	MiniPay	msrpc 	 
2107	unknown	unknown	msrpc 	 
3389	ms-wbt-server	MS WBT Server	unknown over ssl	 
6012	x11	X Window System	http 	 
6103	backup-exec	Backup Exec (on NT)	unknown 	 
8080	http-alt	HTTP Alternate (see port 80)	http 	 
9000	cslistener	CSlistener	http",no,,TCP/IP
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",82040,ICMP Replies Received,Ig,1,,,,,,,,"ICMP (Internet Control and Error Message Protocol) is a protocol encapsulated in IP packets. ICMP's principal purpose is to provide a protocol layer that informs gateways of the inter-connectivity and accessibility of other gateways or hosts. 
 
We have sent the following types of packets to trigger the host to send us ICMP replies: 
 
Echo Request (to trigger Echo Reply) 
Timestamp Request (to trigger Timestamp Reply) 
Address Mask Request (to trigger Address Mask Reply) 
UDP Packet (to trigger Port Unreachable Reply) 
IP Packet with Protocol >= 250 (to trigger Protocol Unreachable Reply)
 
Listed in the ""Result"" section are the ICMP replies that we have received.",,,,,"ICMP Reply Type	Triggered By	Additional Information
Unreachable (type=3 code=3)	UDP Port 3283	Port Unreachable
Echo (type=0 code=0)	Echo Request	Echo Reply
Unreachable (type=3 code=3)	UDP Port 1024	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 1011	Port Unreachable
Time Stamp (type=14 code=0)	Time Stamp Request	08:16:07 GMT
Unreachable (type=3 code=3)	UDP Port 161	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 10167	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 12362	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 53952	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 7938	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 1039	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 514	Port Unreachable",no,,TCP/IP
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",82044,NetBIOS Host Name,Ig,1,,,,,,,,The NetBIOS host name of this computer has been detected.,N/A,N/A,,,SHAY,no,,TCP/IP
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",82045,Degree of Randomness of TCP Initial Sequence Numbers,Ig,1,,,,,,,,TCP Initial Sequence Numbers (ISNs) obtained in the SYNACK replies from the host are analyzed to determine how random they are. The average change between subsequent ISNs and the standard deviation from the average are displayed in the RESULT section. Also included is the degree of difficulty for exploitation of the TCP ISN generation scheme used by the host.,N/A,N/A,,,Average change between subsequent TCP initial sequence numbers is 1187742451 with a standard deviation of 690778953. These TCP initial sequence numbers were triggered by TCP SYN probes sent to the host at an average rate of 1/(11791 microseconds). The degree of difficulty to exploit the TCP initial sequence number generation scheme is: hard.,no,,TCP/IP
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",82046,IP ID Values Randomness,Ig,1,,,,,,,,"The values for the identification (ID) field in IP headers in IP packets from the host are analyzed to determine how random they are. The changes between subsequent ID values for either the network byte ordering or the host byte ordering, whichever is smaller, are displayed in the RESULT section along with the duration taken to send the probes. When incremental values are used, as is the case for TCP/IP implementation in many operating systems, these changes reflect the network load of the host at the time this test was conducted.
 
Please note that for reliability reasons only the network traffic from open TCP ports is analyzed.",N/A,N/A,,,"IP ID changes observed (network order) for port 80: 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
Duration: 6 milli seconds",no,,TCP/IP
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",82062,NetBIOS Workgroup Name Detected,Ig,1,,,,,,,,The NetBIOS workgroup or domain name for this system has been detected.,N/A,N/A,,,NAYAXVEND,no,,TCP/IP
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",90065,Windows Services List,Ig,1,,,,,,,,The following Windows services were detected.,,"Stop unnused services, and set them to ""Disabled"" in the Windows ""Services"" Control Panel.",,,"Name	Status	Description
AdobeARMservice	started	Adobe Acrobat Update Service
AdobeFlashPlayerUpdateSvc	 	Adobe Flash Player Update Service
AJRouter	 	AllJoyn Router Service
ALG	 	Application Layer Gateway Service
AppHostSvc	started	Application Host Helper Service
AppIDSvc	 	Application Identity
Appinfo	 	Application Information
Apple Mobile Device Service	started	Apple Mobile Device Service
AppMgmt	 	Application Management
AppReadiness	 	App Readiness
AppVClient	 	Microsoft App-V Client
AppXSvc	 	AppX Deployment Service (AppXSVC)
aspnet_state	 	ASP.NET State Service
AudioEndpointBuilder	started	Windows Audio Endpoint Builder
Audiosrv	started	Windows Audio
AxInstSV	 	ActiveX Installer (AxInstSV)
BDESVC	 	BitLocker Drive Encryption Service
BFE	started	Base Filtering Engine
BITS	started	Background Intelligent Transfer Service
Bonjour Service	started	Bonjour Service
BrokerInfrastructure	started	Background Tasks Infrastructure Service
Browser	started	Computer Browser
BthHFSrv	 	Bluetooth Handsfree Service
bthserv	 	Bluetooth Support Service
c2wts	 	Claims to Windows Token Service
CDPSvc	started	Connected Devices Platform Service
CertPropSvc	started	Certificate Propagation
ClickToRunSvc	started	Microsoft Office ClickToRun Service
ClipSVC	started	Client License Service (ClipSVC)
COMSysApp	 	COM+ System Application
CoreMessagingRegistrar	started	CoreMessaging
cphs	 	Intel(R) Content Protection HECI Service
Credential Vault Host Control Service	started	Credential Vault Host Control Service
Credential Vault Host Storage	started	Credential Vault Host Storage
CryptSvc	started	Cryptographic Services
CscService	started	Offline Files
DcomLaunch	started	DCOM Server Process Launcher
dcpm-notify	 	Dell Command | Power Manager Notify
DcpSvc	 	DataCollectionPublishingService
defragsvc	 	Optimize drives
Dell Foundation Services	started	Dell Foundation Services
Dell.CommandPowerManager.Service	 	Dell.CommandPowerManager.Service
DellDigitalDelivery	 	Dell Digital Delivery Service
DeviceAssociationService	 	Device Association Service
DeviceInstall	 	Device Install Service
DevQueryBroker	 	DevQuery Background Discovery Broker
Dhcp	started	DHCP Client
diagnosticshub.standardcollector.service	 	Microsoft (R) Diagnostics Hub Standard Collector Service
DiagTrack	started	Connected User Experiences and Telemetry
DmEnrollmentSvc	 	Device Management Enrollment Service
dmwappushservice	 	dmwappushsvc
Dnscache	started	DNS Client
DoSvc	 	Delivery Optimization
dot3svc	 	Wired AutoConfig
DPS	started	Diagnostic Policy Service
DsmSvc	 	Device Setup Manager
DsSvc	started	Data Sharing Service
Dually Notifier Service	 	Dually Notifier Service
EapHost	 	Extensible Authentication Protocol
EFS	 	Encrypting File System (EFS)
embeddedmode	 	Embedded Mode
EntAppSvc	 	Enterprise App Management Service
EventLog	started	Windows Event Log
EventSystem	started	COM+ Event System
Fax	 	Fax
fdPHost	 	Function Discovery Provider Host
FDResPub	started	Function Discovery Resource Publication
fhsvc	 	File History Service
FontCache	started	Windows Font Cache Service
FontCache3.0.0.0	started	Windows Presentation Foundation Font Cache 3.0.0.0
FortiSslvpnDaemon	started	FortiClient SSLVPN
FrameServer	 	Windows Camera Frame Server
gpsvc	 	Group Policy Client
gupdate	 	שירות עדכון Google (gupdate)
gupdatem	 	שירות עדכון Google (gupdatem)
hidserv	 	Human Interface Device Service
HomeGroupListener	 	HomeGroup Listener
HomeGroupProvider	 	HomeGroup Provider
HvHost	 	HV Host Service
IAStorDataMgrSvc	started	Intel(R) Rapid Storage Technology
iBtSiva	started	Intel Bluetooth Service
ICCS	 	Intel(R) Integrated Clock Controller Service - Intel(R) ICCS
icssvc	 	Windows Mobile Hotspot Service
igfxCUIService2.0.0.0	started	Intel(R) HD Graphics Control Panel Service
IKEEXT	started	IKE and AuthIP IPsec Keying Modules
Intel(R) Capability Licensing Service TCP IP Interface	 	Intel(R) Capability Licensing Service TCP IP Interface
Intel(R) PROSet Monitoring Service	started	Intel(R) PROSet Monitoring Service
Intel(R) Security Assist	started	Intel(R) Security Assist
IntelUSBoverIP	started	IntelUSBoverIP
InvProtectSvc	 	Invincea FreeSpace Service
iphlpsvc	started	IP Helper
iPod Service	started	iPod Service
IpOverUsbSvc	started	Windows Phone IP over USB Transport (IpOverUsbSvc)
irmon	 	Infrared monitor service
isaHelperSvc	 	Intel(R) Security Assist Helper
iumsvc	 	Intel(R) Update Manager
jhi_service	started	Intel(R) Dynamic Application Loader Host Interface Service
KeyIso	started	CNG Key Isolation
KtmRm	 	KtmRm for Distributed Transaction Coordinator
LanmanServer	started	Server
LanmanWorkstation	started	Workstation
lfsvc	started	Geolocation Service
LicenseManager	started	Windows License Manager Service
lltdsvc	 	Link-Layer Topology Discovery Mapper
lmhosts	started	TCP/IP NetBIOS Helper
LMS	started	Intel(R) Management and Security Application Local Management Service
LSM	started	Local Session Manager
MapsBroker	 	Downloaded Maps Manager
MozillaMaintenance	 	Mozilla Maintenance Service
MpsSvc	started	Windows Firewall
MSDTC	 	Distributed Transaction Coordinator
MSiSCSI	 	Microsoft iSCSI Initiator Service
msiserver	 	Windows Installer
MsMpiLaunchSvc	 	MS-MPI Launch Service
MSMQ	started	Message Queuing
MSSQLSERVER	started	SQL Server (MSSQLSERVER)
Nayax.MQTT.Listener	 	Nayax.MQTT.Listener
Nayax.MQTT.Queue.Dispatcher	 	Nayax.MQTT.Queue.Dispatcher
NcaSvc	 	Network Connectivity Assistant
NcbService	started	Network Connection Broker
NcdAutoSetup	 	Network Connected Devices Auto-Setup
Netlogon	started	Netlogon
Netman	started	Network Connections
NetMsmqActivator	started	Net.Msmq Listener Adapter
NetPipeActivator	started	Net.Pipe Listener Adapter
netprofm	started	Network List Service
NetSetupSvc	started	Network Setup Service
NetTcpActivator	started	Net.Tcp Listener Adapter
NetTcpPortSharing	started	Net.Tcp Port Sharing Service
NgcCtnrSvc	 	Microsoft Passport Container
NgcSvc	 	Microsoft Passport
NlaSvc	started	Network Location Awareness
nsi	started	Network Store Interface Service
ntrtscan	started	Trend Micro Security Agent RealTime Scan
ose64	 	Office 64 Source Engine
p2pimsvc	 	Peer Networking Identity Manager
p2psvc	 	Peer Networking Grouping
PcaSvc	started	Program Compatibility Assistant Service
PDFescape Desktop	 	PDFescape Desktop
PDFescape Desktop CrashHandler	 	PDFescape Desktop CrashHandler
PDFescape Desktop Creator	started	PDFescape Desktop Creator
PeerDistSvc	 	BranchCache
PerfHost	 	Performance Counter DLL Host
PhoneSvc	 	Phone Service
pla	 	Performance Logs & Alerts
PlugPlay	started	Plug and Play
PNRPAutoReg	 	PNRP Machine Name Publication Service
PNRPsvc	 	Peer Name Resolution Protocol
PolicyAgent	started	IPsec Policy Agent
Power	started	Power
PrintNotify	 	Printer Extensions and Notifications
ProfSvc	started	User Profile Service
QWAVE	 	Quality Windows Audio Video Experience
RabbitMQ	started	RabbitMQ
RasAuto	 	Remote Access Auto Connection Manager
RasMan	 	Remote Access Connection Manager
RedgateClient	started	Redgate Client
RemoteAccess	 	Routing and Remote Access
RemoteRegistry	 	Remote Registry
RetailDemo	 	Retail Demo Service
RmSvc	 	Radio Management Service
rpcapd	 	Remote Packet Capture Protocol v.0 (experimental)
RpcEptMapper	started	RPC Endpoint Mapper
RpcLocator	 	Remote Procedure Call (RPC) Locator
RpcSs	started	Remote Procedure Call (RPC)
SamSs	started	Security Accounts Manager
SboxSvc	 	SboxSvc
SCardSvr	 	Smart Card
ScDeviceEnum	 	Smart Card Device Enumeration Service
Schedule	started	Task Scheduler
SCPolicySvc	 	Smart Card Removal Policy
SDRSVC	 	Windows Backup
seclogon	started	Secondary Logon
SENS	started	System Event Notification Service
Sense	 	Windows Defender Advanced Threat Protection Service
SensorDataService	 	Sensor Data Service
SensorService	 	Sensor Service
SensrSvc	 	Sensor Monitoring Service
SessionEnv	started	Remote Desktop Configuration
SharedAccess	 	Internet Connection Sharing (ICS)
ShellHWDetection	started	Shell Hardware Detection
shpamsvc	 	Shared PC Account Manager
simptcp	started	Simple TCP/IP Services
smphost	 	Microsoft Storage Spaces SMP
SmsRouter	 	Microsoft Windows SMS Router Service.
SNMPTRAP	 	SNMP Trap
Spooler	started	Print Spooler
sppsvc	 	Software Protection
SQLBrowser	 	SQL Server Browser
SQLSERVERAGENT	started	SQL Server Agent (MSSQLSERVER)
SQLWriter	started	SQL Server VSS Writer
SSDPSRV	started	SSDP Discovery
SstpSvc	 	Secure Socket Tunneling Protocol Service
StateRepository	started	State Repository Service
stisvc	 	Windows Image Acquisition (WIA)
StorSvc	started	Storage Service
svcGenericHost	started	Trend Micro Security Agent
svctcom	started	svctcom
svsvc	 	Spot Verifier
swprv	 	Microsoft Software Shadow Copy Provider
SysMain	started	Superfetch
SystemEventsBroker	started	System Events Broker
TabletInputService	 	Touch Keyboard and Handwriting Panel Service
TapiSrv	 	Telephony
Te.Service	 	Te.Service
TeamViewer	started	TeamViewer 10
TermService	started	Remote Desktop Services
Themes	started	Themes
TieringEngineService	 	Storage Tiers Management
tiledatamodelsvc	started	Tile Data model server
TimeBrokerSvc	started	Time Broker
TMBMServer	started	Trend Micro Unauthorized Change Prevention Service
TmCCSF	started	Trend Micro Common Client Solution Framework
tmlisten	started	Trend Micro Security Agent Listener
TrkWks	started	Distributed Link Tracking Client
TrustedInstaller	 	Windows Modules Installer
tzautoupdate	 	Auto Time Zone Updater
UevAgentService	 	User Experience Virtualization Service
UI0Detect	 	Interactive Services Detection
UmRdpService	started	Remote Desktop Services UserMode Port Redirector
upnphost	 	UPnP Device Host
UserManager	started	User Manager
UsoSvc	 	Update Orchestrator Service for Windows Update
VaultSvc	started	Credential Manager
vds	 	Virtual Disk
vmicguestinterface	 	Hyper-V Guest Service Interface
vmicheartbeat	 	Hyper-V Heartbeat Service
vmickvpexchange	 	Hyper-V Data Exchange Service
vmicrdv	 	Hyper-V Remote Desktop Virtualization Service
vmicshutdown	 	Hyper-V Guest Shutdown Service
vmictimesync	 	Hyper-V Time Synchronization Service
vmicvmsession	 	Hyper-V PowerShell Direct Service
vmicvss	 	Hyper-V Volume Shadow Copy Requestor
VMUSBArbService	started	VMware USB Arbitration Service
VsEtwService120	 	Visual Studio ETW Event Collection Service
VSS	 	Volume Shadow Copy
VSStandardCollectorService140	 	Visual Studio Standard Collector Service
VSStandardCollectorService150	 	Visual Studio Standard Collector Service 150
W32Time	started	Windows Time
w3logsvc	 	W3C Logging Service
W3SVC	started	World Wide Web Publishing Service
WalletService	 	WalletService
WAS	started	Windows Process Activation Service
wbengine	 	Block Level Backup Engine Service
WbioSrvc	 	Windows Biometric Service
Wcmsvc	started	Windows Connection Manager
wcncsvc	 	Windows Connect Now - Config Registrar
WdiServiceHost	started	Diagnostic Service Host
WdiSystemHost	 	Diagnostic System Host
WdNisSvc	 	Windows Defender Network Inspection Service
WebClient	 	WebClient
Wecsvc	 	Windows Event Collector
WEPHOSTSVC	 	Windows Encryption Provider Host Service
wercplsupport	 	Problem Reports and Solutions Control Panel Support
WerSvc	 	Windows Error Reporting Service
WiaRpc	 	Still Image Acquisition Events
WinDefend	 	Windows Defender Service
WinHttpAutoProxySvc	started	WinHTTP Web Proxy Auto-Discovery Service
Winmgmt	started	Windows Management Instrumentation
WinRM	started	Windows Remote Management (WS-Management)
wisvc	 	Windows Insider Service
WlanSvc	started	WLAN AutoConfig
wlidsvc	 	Microsoft Account Sign-in Assistant
wmiApSrv	 	WMI Performance Adapter
WMPNetworkSvc	 	Windows Media Player Network Sharing Service
workfolderssvc	 	Work Folders
WPDBusEnum	 	Portable Device Enumerator Service
WpnService	started	Windows Push Notifications System Service
wscsvc	started	Security Center
WSearch	started	Windows Search
wuauserv	 	Windows Update
wudfsvc	started	Windows Driver Foundation - User-mode Driver Framework
WwanSvc	 	WWAN AutoConfig
XblAuthManager	 	Xbox Live Auth Manager
XblGameSave	 	Xbox Live Game Save
XboxNetApiSvc	 	Xbox Live Networking Service
CDPUserSvc_931cd	started	CDPUserSvc_931cd
MessagingService_931cd	 	MessagingService_931cd
OneSyncSvc_931cd	started	Sync Host_931cd
PimIndexMaintenanceSvc_931cd	started	Contact Data_931cd
UnistoreSvc_931cd	started	User Data Storage_931cd
UserDataSvc_931cd	started	User Data Access_931cd
WpnUserService_931cd	 	Windows Push Notifications User Service_931cd",no,,Windows
